year,CommonName,ScientificName,species_sound,EPBCThreatStatus,occurrenceCount,taxon_class_ET,BodyMass_g_ET,size_bucket,diet_top,foraging_top,activity_top,diet_diversity,foraging_diversity,activity_diversity,omnivore_flag,eats_insects,eats_fruit,eats_fish,can_fly,can_swim,nocturnal,is_crepuscular,is_cathemeral,aerial_forager,forages_aerial,ground_forager,forages_ground,wetland_user,forages_underwater,forages_water_surf,forages_canopy,forages_understory,specialist_flag,generalist_flag,is_marsupial,is_bat,habitat_alpine_subalpine,habitat_coastal_marine,habitat_desert_arid_zone,habitat_forest_woodland,habitat_grassland_floodplain_savanna,habitat_rainforest_tropical,habitat_unknown,ibra_arnhem_coast,ibra_arnhem_plateau,ibra_australian_alps,ibra_avon_wheatbelt,ibra_ben_lomond,ibra_brigalow_belt_north,ibra_brigalow_belt_south,ibra_broken_hill_complex,ibra_burt_plain,ibra_cape_york_peninsula,ibra_carnarvon,ibra_central_kimberley,ibra_central_mackay_coast,ibra_central_ranges,ibra_channel_country,ibra_cobar_peneplain,ibra_coolgardie,ibra_coral_sea,ibra_daly_basin,ibra_dampierland,ibra_darling_riverine_plains,ibra_darwin_coastal,ibra_davenport_murchison_ranges,ibra_desert_uplands,ibra_einasleigh_uplands,ibra_esperance_plains,ibra_eyre_yorke_block,ibra_finke,ibra_flinders_lofty_block,ibra_furneaux,ibra_gascoyne,ibra_gawler,ibra_geraldton_sandplains,ibra_great_sandy_desert,ibra_great_victoria_desert,ibra_gulf_coastal,ibra_gulf_fall_and_uplands,ibra_gulf_plains,ibra_hampton,ibra_indian_tropical_islands,ibra_jarrah_forest,ibra_kanmantoo,ibra_king,ibra_macdonnell_ranges,ibra_mallee,ibra_mitchell_grass_downs,ibra_mount_isa_inlier,ibra_mulga_lands,ibra_murchison,ibra_murray_darling_depression,ibra_nsw_north_coast,ibra_nsw_south_western_slopes,ibra_nandewar,ibra_naracoorte_coastal_plain,ibra_new_england_tablelands,ibra_northern_kimberley,ibra_nullarbor,ibra_ord_victoria_plain,ibra_pacific_subtropical_islands,ibra_pilbara,ibra_pine_creek,ibra_riverina,ibra_simpson_strzelecki_dunefields,ibra_south_east_coastal_plain,ibra_south_east_corner,ibra_south_eastern_highlands,ibra_south_eastern_queensland,ibra_southern_volcanic_plain,ibra_stony_plains,ibra_sturt_plateau,ibra_subantarctic_islands,ibra_swan_coastal_plain,ibra_sydney_basin,ibra_tanami,ibra_tasmanian_central_highlands,ibra_tasmanian_northern_midlands,ibra_tasmanian_northern_slopes,ibra_tasmanian_south_east,ibra_tasmanian_southern_ranges,ibra_tasmanian_west,ibra_tiwi_cobourg,ibra_victoria_bonaparte,ibra_victorian_midlands,ibra_warren,ibra_wet_tropics,ibra_yalgoo,species_sound
2022,Greater Bilby,Macrotis lagotis,https://www.youtube.com/shorts/-6b2oL8G9Q4,Vulnerable,1120,Mammalia,1350,Medium,invertebrates,,nocturnal,1,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.youtube.com/shorts/IsNvFWgXu8U
2022,Gang-gang Cockatoo,Callocephalon fimbriatum,https://www.youtube.com/shorts/C1BQoQj-sII,Endangered,1025,Aves,256,Small,fruit,understory,non-nocturnal,2,3,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://www.youtube.com/shorts/C1BQoQj-sII
2022,Agile Antechinus,Antechinus agilis,https://www.youtube.com/shorts/Zfepp9aHyhs,Present,690,Mammalia,22.13,Small,invertebrates,,nocturnal,1,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,https://www.youtube.com/shorts/Zfepp9aHyhs
2022,Bush Stone-curlew,Burhinus grallarius,https://www.youtube.com/shorts/vGDQQm1NVcY,Present,671,Aves,648.07,Small,invertebrates,ground,non-nocturnal,2,1,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,https://www.youtube.com/shorts/vGDQQm1NVcY
2022,Greater Glider (southern and central),Petauroides volans,https://www.youtube.com/shorts/8hOw1kCyuYk,Endangered,646,Mammalia,1300,Medium,other_plant,,nocturnal,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,https://www.youtube.com/shorts/8hOw1kCyuYk
2022,Yellow-footed Antechinus,Antechinus flavipes,https://www.youtube.com/shorts/oXFk4RE26WI,Present,620,Mammalia,45,Small,invertebrates,,nocturnal,1,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,https://www.youtube.com/shorts/oXFk4RE26WI
2022,Rainbow Bee-eater,Merops ornatus,https://www.youtube.com/shorts/zk0BE0bobUs,Present,604,Aves,29.5,Small,invertebrates,understory,non-nocturnal,1,2,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,https://www.youtube.com/shorts/zk0BE0bobUs
2022,White-bellied Sea-Eagle,Haliaeetus leucogaster,https://www.youtube.com/shorts/Sof6r_KBg98,Present,593,Aves,2827.01,Medium,vert_warm,water_surface,non-nocturnal,1,3,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,https://www.youtube.com/shorts/Sof6r_KBg98
2022,Glossy Black-Cockatoo,Calyptorhynchus lathami,https://www.youtube.com/shorts/4cfUh8YJi1s,Present,586,Aves,437,Small,seed,mid_high,non-nocturnal,1,2,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.youtube.com/shorts/4cfUh8YJi1s
2022,Burrowing Bettong,Bettongia lesueur,https://www.youtube.com/shorts/HxmZUUZjND4,Present,577,Mammalia,1500,Medium,other_plant,,nocturnal,2,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://www.youtube.com/shorts/HxmZUUZjND4
